v1			V1		Id(M1)
0.000000000000000e+000	0.000000e+000	-1.573773e-028
1.000000000000000e-001	1.000000e-001	9.890307e-006
2.000000000000000e-001	2.000000e-001	1.958120e-005
3.000000000000000e-001	3.000000e-001	2.907267e-005
4.000000000000000e-001	4.000000e-001	3.836470e-005
5.000000000000000e-001	5.000000e-001	4.745729e-005
6.000000000000000e-001	6.000000e-001	5.635041e-005
7.000000000000000e-001	7.000000e-001	6.504406e-005
7.999999999999999e-001	8.000000e-001	7.353823e-005
8.999999999999999e-001	9.000000e-001	8.183289e-005
9.999999999999999e-001	1.000000e+000	8.992805e-005
1.100000000000000e+000	1.100000e+000	9.782369e-005
1.200000000000000e+000	1.200000e+000	1.055198e-004
1.300000000000000e+000	1.300000e+000	1.130164e-004
1.400000000000000e+000	1.400000e+000	1.203134e-004
1.500000000000000e+000	1.500000e+000	1.274108e-004
1.600000000000000e+000	1.600000e+000	1.343087e-004
1.700000000000000e+000	1.700000e+000	1.410069e-004
1.800000000000001e+000	1.800000e+000	1.475056e-004
1.900000000000001e+000	1.900000e+000	1.538046e-004
2.000000000000000e+000	2.000000e+000	1.599040e-004
2.100000000000001e+000	2.100000e+000	1.658038e-004
2.200000000000001e+000	2.200000e+000	1.715039e-004
2.300000000000001e+000	2.300000e+000	1.770044e-004
2.400000000000001e+000	2.400000e+000	1.823052e-004
2.500000000000001e+000	2.500000e+000	1.874063e-004
2.600000000000001e+000	2.600000e+000	1.923077e-004
2.700000000000001e+000	2.700000e+000	1.970093e-004
2.800000000000001e+000	2.800000e+000	2.015113e-004
2.900000000000001e+000	2.900000e+000	2.058135e-004
3.000000000000001e+000	3.000000e+000	2.099160e-004
3.100000000000001e+000	3.100000e+000	2.138187e-004
3.200000000000002e+000	3.200000e+000	2.175217e-004
3.300000000000002e+000	3.300000e+000	2.210248e-004
3.400000000000002e+000	3.400000e+000	2.243282e-004
3.500000000000002e+000	3.500000e+000	2.274317e-004
3.600000000000002e+000	3.600000e+000	2.303355e-004
3.700000000000002e+000	3.700000e+000	2.330394e-004
3.800000000000002e+000	3.800000e+000	2.355434e-004
3.900000000000002e+000	3.900000e+000	2.378476e-004
4.000000000000002e+000	4.000000e+000	2.399520e-004
4.100000000000001e+000	4.100000e+000	2.418564e-004
4.200000000000001e+000	4.200000e+000	2.435610e-004
4.300000000000001e+000	4.300000e+000	2.450656e-004
4.400000000000000e+000	4.400000e+000	2.463704e-004
4.500000000000000e+000	4.500000e+000	2.474752e-004
4.600000000000000e+000	4.600000e+000	2.483801e-004
4.699999999999999e+000	4.700000e+000	2.490850e-004
4.799999999999999e+000	4.800000e+000	2.495900e-004
4.899999999999999e+000	4.900000e+000	2.498949e-004
4.999999999999998e+000	5.000000e+000	2.500000e-004
5.099999999999998e+000	5.100000e+000	2.500000e-004
5.199999999999998e+000	5.200000e+000	2.500000e-004
5.299999999999997e+000	5.300000e+000	2.500000e-004
5.399999999999997e+000	5.400000e+000	2.500000e-004
5.499999999999996e+000	5.500000e+000	2.500000e-004
5.599999999999996e+000	5.600000e+000	2.500000e-004
5.699999999999996e+000	5.700000e+000	2.500000e-004
5.799999999999995e+000	5.800000e+000	2.500000e-004
5.899999999999995e+000	5.900000e+000	2.500000e-004
5.999999999999995e+000	6.000000e+000	2.500000e-004
6.099999999999994e+000	6.100000e+000	2.500000e-004
6.199999999999994e+000	6.200000e+000	2.500000e-004
6.299999999999994e+000	6.300000e+000	2.500000e-004
6.399999999999993e+000	6.400000e+000	2.500000e-004
6.499999999999993e+000	6.500000e+000	2.500000e-004
6.599999999999993e+000	6.600000e+000	2.500000e-004
6.699999999999992e+000	6.700000e+000	2.500000e-004
6.799999999999992e+000	6.800000e+000	2.500000e-004
6.899999999999992e+000	6.900000e+000	2.500000e-004
6.999999999999991e+000	7.000000e+000	2.500000e-004
7.099999999999991e+000	7.100000e+000	2.500000e-004
7.199999999999990e+000	7.200000e+000	2.500000e-004
7.299999999999990e+000	7.300000e+000	2.500000e-004
7.399999999999990e+000	7.400000e+000	2.500000e-004
7.499999999999989e+000	7.500000e+000	2.500000e-004
7.599999999999989e+000	7.600000e+000	2.500000e-004
7.699999999999989e+000	7.700000e+000	2.500000e-004
7.799999999999988e+000	7.800000e+000	2.500000e-004
7.899999999999988e+000	7.900000e+000	2.500000e-004
7.999999999999988e+000	8.000000e+000	2.500000e-004
8.099999999999987e+000	8.100000e+000	2.500000e-004
8.199999999999987e+000	8.200000e+000	2.500000e-004
8.299999999999987e+000	8.300000e+000	2.500000e-004
8.399999999999986e+000	8.400000e+000	2.500000e-004
8.499999999999986e+000	8.500000e+000	2.500000e-004
8.599999999999985e+000	8.600000e+000	2.500000e-004
8.699999999999985e+000	8.700000e+000	2.500000e-004
8.799999999999985e+000	8.800000e+000	2.500000e-004
8.899999999999984e+000	8.900000e+000	2.500000e-004
8.999999999999984e+000	9.000000e+000	2.500000e-004
9.099999999999984e+000	9.100000e+000	2.500000e-004
9.199999999999983e+000	9.200000e+000	2.500000e-004
9.299999999999983e+000	9.300000e+000	2.500000e-004
9.399999999999983e+000	9.400000e+000	2.500000e-004
9.499999999999982e+000	9.500000e+000	2.500000e-004
9.599999999999982e+000	9.600000e+000	2.500000e-004
9.699999999999982e+000	9.700000e+000	2.500000e-004
9.799999999999981e+000	9.800000e+000	2.500000e-004
9.899999999999981e+000	9.900000e+000	2.500000e-004
1.000000000000000e+001	1.000000e+001	2.500000e-004
